,Predicted_Survival
1,0.0563698623553644
2,0.0716925772952565
3,0.108372885709293
4,0.140707526306363
5,0.160938337668361
6,0.136543758996093
7,0.25479245574178
8,0.188586929884927
9,0.139461867159364
10,0.204624106411284
11,0.225897187916437
12,0.287677375639311
13,0.509304748767704
14,0.213802100474224
15,0.337005011938644
16,0.512402325266201
17,0.396915955116534
18,0.302081355646514
19,0.235196311137604
20,0.475415973178047
21,0.495857396216422
22,0.392953110689351
23,0.644876455246664
24,0.550032219722185
25,0.717800803061803
26,0.476586775169992
27,0.576013401528949
28,0.655313576797569
29,0.731772106185561
30,0.544853055858736
31,0.802158379107657
32,0.572164940866586
33,0.719570160686221
34,0.0270846999329494
35,0.196244853474678
36,0.241094278496468
37,0.287751463860862
38,0.291811558378268
39,0.23708818986617
40,0.461109648747662
41,0.482577033248542
42,0.721837032653044
43,0.34522617284259
44,0.508258262030838
45,0.561918331722054
46,0.819115251260577
47,0.870202610110804
48,0.716276603736635
49,0.766874725364927
50,1.01190063323928
51,0.0496459257255775
52,0.0813413954914051
53,0.0848116218739033
54,0.182368458188623
55,0.269914460391846
56,0.15167980775291
57,0.227452193732374
58,0.288031152000358
59,0.411170243023442
60,0.439169173826255
61,0.285028755071446
62,0.400258771292202
63,0.898811525483178
64,0.50572593121779
65,0.878657968654249
66,0.668721392776359
67,0.82068442839123
68,0.795603615982627
69,0.630471461584694
70,0.993779022596367
71,1.31706035242079
72,1.33920732822928
73,1.42433713373636
74,1.95676947228278
75,2.45251772000527
76,2.00521336381046
77,1.3313696035304
78,0.0227296335190075
79,0.134364513698998
80,0.182009077530832
81,0.301813715379454
82,0.405000090352158
83,0.208502502574398
84,0.486069656810849
85,0.752801449832831
86,0.682661468528753
87,0.933720639216461
88,1.29154866232129
89,1.82191717643642
90,0.963675604330659
