,Predicted_Survival
1,1.00665469475882
2,0.11667835456213
3,0.368474082722993
4,0.490242296535699
5,2.45903190725583
6,2.17379855841021
7,1.15612954928457
8,0.896763964714053
9,1.12427979613989
10,1.95834052856661
11,1.59410895845514
12,2.24149715724307
13,1.62448933125197
14,0.610765388657115
15,0.358562822364012
16,0.134801507617673
17,0.372652488212004
18,5.62056437738178
19,0.341098555144411
20,0.932824961225245
21,0.472476757049848
22,1.57793875110521
23,1.37642643577695
24,1.15152110631908
25,0.208644303786429
26,1.0950307967122
27,1.42350408133041
28,0.0951605395749744
29,1.05278992908081
30,2.37179593190235
31,2.22078712672703
32,1.29193581894094
33,0.199838120641495
34,0.593297090153642
35,0.0930666221798319
36,1.47927910273606
37,6.07896198326953
38,0.697396751644766
39,0.162934654647147
40,0.636216034806906
41,1.07670359243644
42,1.9491049369102
43,0.117861181033678
44,0.418068551373499
45,0.306172179983029
46,1.80658744300511
47,0.141235864017792
48,0.407281797432876
49,0.204253316301786
50,0.401372571792126
51,0.281341969878143
52,2.01488060852957
53,0.764553424939595
54,1.8744892430229
55,1.63009879341126
56,0.958497978442853
57,2.53164634128967
58,1.98401892058106
59,0.665441794261225
60,0.248005111135613
61,1.10955772972858
62,1.56740560180239
63,1.61394252472715
64,0.430621655356105
65,1.72585407571534
66,0.764173798105438
67,1.72600039543427
68,0.173921968975876
69,3.00498766915815
70,0.873433789971973
71,1.5157155642343
72,0.539823166338233
73,0.251563765916188
74,1.75486588025252
75,0.443852662554046
76,1.16259203212419
77,0.703820994506584
78,0.869950401491402
79,1.74848403044971
80,0.389866154237124
81,0.450708629483978
82,1.120173164484
83,0.387301725241429
84,1.1692165124166
85,0.552113893941364
86,0.113770605040281
87,0.737385589376964
88,0.0841673212934353
89,0.0813940234791443
90,0.989107624696839
91,1.19505184727384
92,2.18212071030171
93,1.09427380571741
94,0.949816053460404
95,4.00238635535273
96,0.381190867068077
97,0.309791068912486
98,1.57283640414756
99,1.23944868859224
100,0.595148831877459
101,0.462003160359477
102,0.896180678615569
103,1.26231356482433
104,0.632085476792141
105,0.357456575885336
106,3.55328713242573
107,1.24257319475617
108,1.03852695966249
109,0.46016157157238
110,0.582636723948907
111,0.387156195253808
112,0.0809011142881104
113,0.97771532547592
114,1.3033758998259
115,0.266009690243395
116,1.02889558366151
117,4.43695998505356
118,2.61241167571476
119,3.53480261517939
120,0.367040513074773
121,0.211494142124401
122,1.30488397003141
123,1.64687509289361
124,0.0958542348545921
125,2.92722042403604
126,1.53768907799468
127,1.59072124863898
128,1.40674295924909
129,0.646061319804189
130,1.36844075811433
131,0.663184475201846
132,1.59972722667376
133,1.60528388339192
134,1.12523350701116
135,0.232060305364593
136,1.2769260685708
137,1.16295301042438
138,2.81084805349919
139,0.0664685499444602
140,2.59672047520848
141,1.41109806316896
142,0.117861181033678
143,2.56224287693033
144,1.89495496039269
145,1.45826381532883
146,1.94913656672258
147,1.74419744710697
148,0.314109521888116
149,0.092745275071729
150,0.40725800971689
151,0.593297673166917
152,1.73085514099093
153,1.62910934563832
154,0.367292476154867
155,0.389722701331927
156,1.5250702025935
157,0.552113893941364
158,0.803090666845161
159,0.422524095107842
160,0.19516467278419
161,0.894806848535361
162,0.887952521411067
163,1.39109320547989
164,0.989154568043345
165,1.50494422581848
166,1.38789378560447
167,4.61445793952149
168,0.887397582300921
169,0.222383664288474
170,0.830585643337173
171,0.299743229338156
172,0.32918209446521
173,1.04163506047758
174,1.03263520680207
175,1.11575495714873
176,1.69500619761937
177,0.740057106425207
178,0.48073058290252
179,1.45736295682354
180,0.902569487449887
181,0.853311450156122
182,1.17586385854368
183,0.511231220726758
184,1.87490688009003
185,2.29275705238692
186,0.855594029807242
187,1.71023193703822
188,1.00322395631721
189,2.69378182697738
190,0.475143737292052
191,0.092745275071729
192,1.84383984989806
193,0.947621132946821
194,2.86375613674351
195,0.21907928481607
196,0.132833455955107
197,0.563977096030171
198,1.77721335888462
199,0.993249764186392
200,0.0819335944805715
201,0.456374766111187
202,1.50326089650779
203,2.8338625565767
204,0.907355776941184
205,0.22032169381863
206,0.881965101734825
207,2.14950924012721
208,0.334644944497774
209,0.109044619489801
210,2.53926698337866
211,0.104372503426478
212,0.29652120582196
213,0.879739239751413
214,0.202126131541985
215,3.80566739756116
216,1.67834417590793
217,1.04101251710663
218,0.141483328572643
219,0.617954023309985
220,1.227222533411
221,0.939625009598255
222,0.736714397502616
223,0.075936632980939
224,1.47771821395609
225,1.39869162889674
226,0.353909592506627
227,1.3807955983457
228,0.399115858483499
229,2.08187690656504
230,0.662398320934873
231,2.60483398874554
232,0.555130939692027
233,0.47247158413445
234,1.29401375503122
235,0.499045317835007
236,0.852711916862066
237,0.164556208940968
238,0.889438030475118
239,1.01207232082049
240,0.212419753424322
241,2.76583587029709
242,0.43947405281789
243,0.486211011234043
244,2.4841863931292
245,0.645306860424098
246,3.73429063179894
247,0.786177811916864
248,1.20125439970512
249,1.76012613715504
250,0.904848375625761
251,0.797325069685776
252,1.90693326877044
253,0.164454733319459
254,1.95788288828941
255,0.578591550888993
256,0.540278668056628
257,1.79157563317749
258,0.980798415700301
259,0.0912288159046651
260,0.484486911411391
261,0.837160206287838
262,0.166805827441616
263,2.1170376611682
264,1.03732083586334
265,0.519803094213419
266,0.757938462446407
267,0.373153676319953
268,0.106243770175693
269,0.169571381941034
270,0.126991799434042
271,0.374599076180704
272,0.808107988149859
273,0.55859381047434
274,0.80841445373791
275,1.2464066128516
276,0.526115173062688
277,1.04781533532329
278,0.693967034629287
279,0.547122572904211
280,1.13420551747513
281,2.16951274694519
282,0.196124558099058
283,0.0899721581819007
284,0.931384090042874
285,0.657582764208102
286,1.28249221436609
287,0.268467125522124
288,0.191512533808489
289,0.309115773000632
290,1.08965363323841
291,0.081372701885667
292,0.551364146133234
293,0.480281351915181
294,2.80463940160868
295,1.60836978822057
296,3.44511448482337
297,2.66768721102903
298,0.493665930676987
299,1.60779813798907
300,0.80937390434671
301,0.467972415287214
302,1.53573268867588
303,0.173115262984869
304,1.7759905892593
305,2.13034934007693
306,0.346882381762358
307,0.362867197497531
308,1.56350067879287
309,0.691506060296026
310,1.45122392622186
311,2.18800391731751
312,0.0804060861587242
313,0.435490025436906
314,0.662500506617601
315,2.56649528956696
316,0.323173677133785
317,1.4213669537441
318,0.230498199806446
319,0.495547634375363
320,1.08617572847736
321,3.470634587151
322,0.768994662925044
323,2.94448995062191
324,1.16479216384347
325,0.513911881100135
326,0.891890920991332
327,0.0566617990860064
328,0.182467987893074
329,0.27492673133448
330,0.50515157421594
331,2.2023387377745
332,1.6541398513729
333,0.0682506696499458
334,0.202946240186231
335,0.943292200831425
336,1.08675505553681
337,0.18289423341299
338,0.198090174636341
339,0.215820326897214
340,0.676256275703737
341,0.838457374073116
342,0.417389714923161
343,0.669790329447628
344,0.237249167155464
345,1.49987111411432
346,0.125340974411957
347,0.697616434981231
348,1.80378205147543
349,0.449512305786502
350,0.147874314058353
351,0.0856305771755769
352,2.52453104603995
353,7.76760256331635
354,0.0762283839954703
355,0.933760103262945
356,0.530149619745815
357,2.44264978638946
358,0.373863964704152
359,0.153245878156915
360,0.176018755456911
361,0.0777689424842827
362,0.889202107154158
363,0.14729900051983
364,0.826839442170969
365,0.404158770058344
366,0.926824828718829
367,0.0680150088426188
368,0.392413855184537
369,1.56637302089218
370,0.276749254480583
371,0.63260231776522
372,0.135116404161244
373,1.06364656839762
374,2.27744994172917
375,0.477813206258409
376,0.0946731527911587
377,0.177437407515215
378,2.98493381403329
379,0.860589779062013
380,0.40105843383158
381,0.110999301034124
382,0.303665384300185
383,0.669225638179832
384,0.415345033689476
385,1.52124921543676
386,1.39386212612178
387,1.01600248263381
388,0.404158770058344
389,0.484486911411391
390,0.154363000262077
391,1.17131588236278
392,0.0654351972371119
393,0.532836443207763
394,0.15796921414886
395,0.526608315244035
396,1.51137268325978
397,0.903501304359228
398,1.56709963379329
399,1.03184315564855
400,1.43813807294077
401,0.2813495437617
402,2.14644129749908
403,2.46651749680429
404,0.583686812609469
405,3.2559651394686
406,3.93052386316257
407,0.141045276617294
408,1.35350081783753
409,2.8973727403024
410,0.167188396860263
411,0.129436753298736
412,2.35684420199776
413,0.932824961225245
414,0.0897371520536278
415,0.364523065008293
416,1.02618515073587
417,0.746843985396091
418,0.738329768976226
419,0.669077582990587
420,2.33546741416386
421,0.759258466465362
422,1.71739257228748
423,0.954085453341849
424,0.481385761040338
425,0.911334355899471
426,0.567913476333429
427,2.98091316508006
428,1.39386212612178
429,0.0875435990190553
430,0.387050539975564
431,0.488859471088741
432,0.479513556969167
433,0.808897899470681
434,0.15905088190649
435,1.60319279009939
436,0.120589586822574
437,0.128487982448301
438,0.0863932367278963
439,0.584911227431352
440,0.0634267988844392
441,0.0770046395413023
442,0.841734216620433
443,0.0911604431838008
444,1.53802322589791
445,0.0949119814607557
446,0.515774060315691
447,1.39904814099254
448,1.02662406507295
449,0.409257689650276
450,0.557647337641193
451,2.77512926176163
452,0.589243414836296
453,4.12574768652373
454,2.12979942082985
455,0.141636118388738
456,0.338884012766202
457,3.26815017415757
458,0.199786104714389
459,0.923884875135781
460,0.327802056622027
461,1.33682945294177
462,1.26455077538123
463,0.863775087843628
464,1.00903321708185
465,0.538126259511723
466,0.245567395784137
467,0.575919383627562
468,3.6168717608922
469,1.05377214985192
470,0.100638563975187
471,0.601153484522994
472,0.70004740113794
473,0.43272989177307
474,3.24129809318556
475,0.325253530581986
476,2.59306672574314
477,2.06205093162978
478,2.94590780273104
479,0.851677083298422
480,2.35235319161616
481,0.307777699116525
482,3.98567617051575
483,0.831659242609191
484,3.40940287843449
485,0.0589754292552478
486,0.442010011006971
487,0.589011703979645
488,1.22809952988388
489,4.49599422798218
490,0.515095191708333
491,0.102306706958485
492,1.62334689338132
493,0.343343444272919
494,0.0771373777036826
495,0.39877107337563
496,0.85359169374494
497,0.39236152866005
498,1.90412952305697
499,0.222128934552438
500,0.177826621072151
501,1.55642751777557
502,0.504583837716657
503,1.37582190598207
504,1.09659594161705
505,1.29286039894043
506,0.285402809314513
507,0.344390089563699
508,2.45395379700212
509,3.97545430256069
510,0.83551371052067
511,0.280265994877527
512,0.995916377081096
513,0.125209706209497
514,3.11513299035421
515,1.51765675987215
516,0.899986180479999
517,0.673232693317434
518,6.14678209559391
519,0.995571254342928
520,0.82582778217851
521,0.22696443182128
522,0.0890877259862206
523,0.147550232572511
524,1.40435667827668
525,0.488170260612737
526,1.06872906636264
527,0.136470579492736
528,0.293687181892154
529,0.0891605708603375
530,0.397073142533059
531,0.070777574561821
532,0.899407720409672
533,2.63184363858126
534,1.24057048793933
535,0.719389975056866
536,0.323321497344684
537,1.54352698416615
538,0.242366212936071
539,0.586155549631182
540,0.69557597584248
541,0.87041793513645
542,0.0783969808553296
543,1.49644476927657
544,1.02735893807764
545,0.423203447535807
546,0.103067043455271
547,2.38076413021541
548,0.20997689083524
549,0.240455998191005
550,1.10973365246985
551,0.470655167853643
552,0.160903342839291
553,1.52013430698368
554,0.304725738026751
555,1.49443926026362
556,0.652464584456894
557,0.365893296079647
558,0.331100957937654
559,0.418068551373499
560,0.302390066208887
561,0.504947461817932
562,0.999519040357351
563,1.8116421368599
564,0.25047340729106
565,0.963902455204614
566,1.2979726266285
567,0.0761689515156782
568,0.944314598642639
569,1.05950872044719
570,1.62300393918031
571,1.64002995052818
572,3.03632168237573
573,1.29087305633988
574,0.47205892228447
575,0.108035166166965
576,0.706259618372133
577,2.17195605848857
578,0.607101351247639
579,0.359816368573643
580,0.745885681218681
581,0.356089505271503
582,0.376280985600181
583,2.62758198024223
584,3.70414490219044
585,0.956709265073126
586,0.773485690402511
587,4.75056028614769
588,0.125063758530376
589,0.782614600291264
590,0.28378900421881
591,1.03925666045294
592,0.821771992677986
593,0.151711028712227
594,4.59374606764877
595,0.95336102891579
596,0.799102448378734
597,1.34257506485791
598,0.847049043114096
599,0.817963735417759
600,1.03566824051687
601,0.457522652419522
602,0.458365708227495
603,1.45923357568907
604,0.11348591557226
605,0.54294412738787
606,0.431855436964253
607,0.183235546478433
608,0.385360440387382
609,0.8544520775219
610,0.315906763565251
611,2.03491749525658
612,1.42401947647841
613,0.0950801948847554
614,0.365814606145914
615,0.155661684222803
616,0.883747316307553
617,0.504281748234917
618,1.40600548948374
619,1.02055205889271
620,0.317058401004268
621,2.47854802534287
622,0.679753966028033
623,1.11981716906261
624,0.813328150545558
625,0.408412584169156
626,1.18195114655966
627,0.348077122881214
628,0.229462797948649
629,0.706100181197565
630,1.00595879785703
631,0.882101159154077
632,0.243894564735666
633,0.328482535374967
634,0.710269156723724
635,0.288912115357762
636,2.52548208226718
637,0.171078206164204
638,0.0730036681651154
639,0.0766776003181044
640,0.807694556897595
641,0.300441392174338
