,Predicted_censored
1,0.245596449172522
2,0.212047670721808
3,0.651682730772017
4,0.233462784086644
5,0.548349630924129
6,0.80585772239264
7,0.138481888948699
8,0.155434459827225
9,0.838711493015437
10,0.235178767197265
11,0.635725009977999
12,0.7477360309212
13,0.224146635643567
14,0.255294247184962
15,0.199107904585202
16,0.380068100705991
17,0.411402974095539
18,0.223485048263093
19,0.140038701574984
20,0.405574972547712
21,0.312700543355137
22,0.293786880971443
23,0.24427125287403
24,0.225305170563847
25,0.871995229707758
26,0.30678870802965
27,0.560701139102628
28,0.352126921689136
29,0.36103660016436
30,0.299990392021558
31,0.261613505879369
32,0.287114812289086
33,0.0783442547196847
34,0.308292319617981
35,0.408339875065547
36,0.359258529204109
37,0.661640705214275
38,0.336538173678577
39,0.478477596149367
40,0.387622636637758
41,0.481294146683705
42,0.595307346345597
43,0.68170106522168
44,0.416713895771846
45,0.482581630867651
46,0.108959084902991
47,0.175660575802193
48,0.674163672246299
49,0.207684036701667
50,0.538782871650994
51,0.307852094870786
52,0.35384753305546
53,0.35221582361071
54,0.674306019222514
55,0.706141150484654
56,0.632252528251013
57,0.14392395999095
58,0.167854771149224
59,0.247680867841414
60,0.246547843488841
61,0.748055290108376
62,0.313480243165704
63,0.783570192389186
64,0.245660977898737
65,0.284650500056376
66,0.685262633467006
67,0.646206918864054
68,0.780740788032667
69,0.811328169550956
70,0.688531846633923
71,0.504122279897101
72,0.243815072283486
73,0.512331257984055
74,0.839107393220907
75,0.760789510441517
76,0.581739525557945
77,0.30085258551406
78,0.625477320435633
79,0.557397236251917
80,0.367593198299599
81,0.726144247690056
82,0.324382078350879
83,0.624496208491886
84,0.363385012515482
85,0.460810408308656
86,0.462569022881683
87,0.533199499339772
88,0.742840832331579
89,0.876984547884975
90,0.523859074713077
91,0.765129707913471
92,0.179986465740354
93,0.0735104852679083
94,0.150713524076543
95,0.490358107534761
96,0.134891766243889
97,0.821615658227384
98,0.614372556112088
99,0.316536378260432
100,0.147385958388317
101,0.542996457280443
102,0.185765984360621
103,0.256987264598839
104,0.387850991493267
105,0.716073270327782
106,0.329650452788393
107,0.205508320596474
108,0.565501389437002
109,0.315075120444751
110,0.223619707380914
111,0.399658133630825
112,0.364421649758921
113,0.885072185861596
114,0.518437949095141
115,0.519076646007463
116,0.930643952797929
117,0.344655468017309
118,0.529644384486677
119,0.582934965706063
120,0.361168076049702
121,0.825157102756631
122,0.567754603421753
123,0.26610336671403
124,0.27328017413352
125,0.274272476253505
126,0.535688848355805
127,0.620504691422452
128,0.744870464583246
129,0.157048502347769
130,0.155836128068165
131,0.221468267200544
132,0.542728703763714
133,0.441305767628725
134,0.597481581032073
135,0.588276566667395
136,0.746935732124476
137,0.280489997626828
138,0.237462398940152
139,0.174717709018356
140,0.137360134354447
141,0.413496557274377
142,0.724070023672818
143,0.163813468965819
144,0.156818706132305
145,0.719663130105714
146,0.670911275962688
147,0.24044857869563
148,0.734249041469956
149,0.676101168696868
150,0.280490221791497
151,0.624077315374861
152,0.602918797890956
153,0.503261966163473
154,0.458019708134589
155,0.442041887531391
156,0.730890379693565
157,0.542936189299713
158,0.794315483834931
159,0.400047559461965
160,0.7460910415775
161,0.28379830659211
162,0.17673677676883
163,0.372058560879601
164,0.502919519376368
165,0.140396788759486
166,0.759346430927543
167,0.761004393840192
168,0.359718553917317
169,0.220331352783061
170,0.612642707790128
171,0.62785293026877
172,0.677845469328122
173,0.639263636378545
174,0.379952933205294
175,0.232058128241999
176,0.601202785514441
177,0.20618212106337
178,0.133349788728208
179,0.859366646313197
180,0.493404046006598
181,0.148043765265527
182,0.107417038368297
183,0.0787525235271717
184,0.133302637384781
185,0.14943492841788
186,0.176097848428357
187,0.619076636904637
188,0.13116860127647
189,0.557964879101587
190,0.872470630046348
191,0.195595646396529
192,0.231830080686156
193,0.627113346467276
194,0.290828676826125
195,0.337622996336339
196,0.170841576951062
197,0.470120087663883
198,0.425117104372511
199,0.646203833177006
200,0.574557079486252
201,0.149170534265816
202,0.07776348134657
203,0.137298486073169
204,0.686373088330361
205,0.372800799882369
206,0.408094737136154
207,0.816150499482885
208,0.178341781040225
209,0.253375576525111
210,0.957910284912659
211,0.377398096906915
212,0.22227119370389
213,0.409792850038579
214,0.775064085035233
215,0.679597665942248
216,0.22208108356666
217,0.438570836249395
218,0.593256718961102
219,0.744838331477476
220,0.514242884560393
221,0.568441046137722
222,0.211466851532743
223,0.0919603710893475
224,0.657806381646525
225,0.204245148988242
226,0.197913376717237
227,0.892430864148622
228,0.907810838706069
229,0.504477487951717
230,0.43069433552765
231,0.511325648513763
232,0.343515469665321
233,0.619438256169952
234,0.508423670446342
235,0.58561007402452
236,0.110938010131468
237,0.692767173596044
238,0.548390322532969
239,0.370436179634312
240,0.144511296131181
241,0.142429525971785
242,0.238264352326221
243,0.386586261633984
244,0.604011550065288
245,0.309111823587642
246,0.478486995790365
247,0.206119725450977
248,0.656340537103961
249,0.282377257348339
250,0.256887954967392
251,0.24040827133543
252,0.347133187116768
253,0.344538372722133
254,0.568924623065065
255,0.358286434444033
256,0.5475016962389
257,0.547042526954203
258,0.50912413330845
259,0.402234080757044
260,0.579921995080763
261,0.233044754601631
262,0.785760255242098
263,0.197505382082626
264,0.309770932049849
265,0.393522529816251
266,0.246913706705112
267,0.735142273941519
268,0.477302004099062
269,0.229806032332242
270,0.577057334197752
271,0.124375800764767
272,0.0810538702858806
273,0.53815158626743
274,0.143408196793637
275,0.119900188729489
276,0.425475889345705
277,0.239809160225177
278,0.0517816577508529
279,0.237815957963006
280,0.315695215810124
281,0.210127993600692
282,0.141013033702192
283,0.187691420672161
284,0.457798375034771
285,0.0930824404084421
286,0.120203032971833
287,0.189545514521445
288,0.584421704648907
289,0.204250355194234
290,0.264484958025698
291,0.118276390866461
292,0.218095929928021
293,0.132630146113074
294,0.177996184471874
295,0.291024210268755
296,0.74433197735551
297,0.379546796903873
298,0.174407085373548
299,0.153216844838801
300,0.270479767426183
301,0.293645359624421
302,0.243516917525478
303,0.52628014105757
304,0.252228638818253
305,0.5739435389851
306,0.297572017718109
307,0.207177242807142
308,0.479650566249367
309,0.609202043565339
310,0.797895421685846
311,0.237418753435313
312,0.297133972133444
313,0.590383709630508
314,0.555069419926607
315,0.579009721385716
316,0.506701102493726
317,0.463703405707491
318,0.555991590849009
319,0.0465469801832876
320,0.484224048015977
321,0.451632986312185
322,0.612810260282747
323,0.286502998116025
324,0.316422184220061
325,0.355728450663233
326,0.57096572123202
327,0.641901750268753
328,0.202965388938784
329,0.563410062225061
330,0.15859099903612
331,0.860629166139731
332,0.434885244663867
333,0.433546742767532
334,0.518610461424661
335,0.630473472031227
336,0.68061237969594
337,0.230063813103269
338,0.104623513315031
339,0.608280459260054
340,0.621596776840313
341,0.140039696428376
342,0.257157648881298
343,0.663171874974904
344,0.353362637285646
345,0.666732249135941
346,0.568790560571477
347,0.213620727092473
348,0.675376433327134
349,0.532344027252289
350,0.378333226889415
351,0.646669345896541
352,0.24068864704438
353,0.597639966125554
354,0.522276163160558
355,0.636196084570833
356,0.488682135122137
357,0.3646908032067
358,0.0506955068143275
359,0.196902005595801
360,0.669433477645664
361,0.42267462887066
362,0.23820871905069
363,0.127174797501939
364,0.179962005389063
365,0.37491302187552
366,0.315717915689673
367,0.506126876449966
368,0.279653050917138
369,0.311422775329144
370,0.114818029873862
371,0.148023709697637
372,0.737186686614644
373,0.655944486018267
374,0.546343862034782
375,0.153696001649694
376,0.159774426857197
377,0.171577119238672
378,0.113083210648357
379,0.489513150018475
380,0.651527641439486
381,0.165644838285737
382,0.773963046813685
383,0.170006885543379
384,0.798523110429282
385,0.10343444351385
386,0.210524892769846
387,0.490148975418004
388,0.340681451608406
389,0.54797974741401
390,0.605167313782027
391,0.12880581492685
392,0.475305491134196
393,0.634960240903501
394,0.196462796033943
395,0.541950140009721
396,0.492609583315706
397,0.260888676845835
398,0.326758825058648
399,0.448289331452108
400,0.318847559057319
401,0.56900827335126
402,0.299904749441347
403,0.245007235012074
404,0.155303732832272
405,0.113884828517251
406,0.488640183702552
407,0.497234833695682
408,0.152847069689834
409,0.395653377696791
410,0.27927126568792
411,0.53280283591716
412,0.672201308747221
413,0.322181843643855
414,0.318683650628926
415,0.130447480436881
416,0.466545217036244
417,0.332261762880084
418,0.303008694697672
419,0.167336176242889
420,0.462211432145279
421,0.617273842952588
422,0.603119138293639
